date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
2019/02/28 00:00:00+00,2019,2,28,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,1,12,13,363829.298328832,0,0,0,0,363829.298328832,363829.298328832,562126.693889704,0,0,0,0,562126.693889704,562126.693889704,3501947
2019/03/01 00:00:00+00,2019,3,1,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,1,13,14,344240.631542966,0,0,0,78835.4390084223,344240.631542966,423076.070551389,264161.42797073,0,0,0,0,264161.42797073,264161.42797073,3501948
2019/03/02 00:00:00+00,2019,3,2,port2027,Shanghai (Yangshan),China,CHN,11,2,0,0,1,13,14,699482.347877799,0,0,0,0,699482.347877799,699482.347877799,297065.781994927,0,0,0,2102.02616671423,297065.781994927,299167.808161642,3501949
2019/03/03 00:00:00+00,2019,3,3,port2027,Shanghai (Yangshan),China,CHN,16,0,1,0,1,17,18,536109.470650065,0,321.376435526603,0,41484.2854364684,536430.847085591,577915.13252206,600235.951326293,0,1550.92576148691,0,0,601786.87708778,601786.87708778,3501950
2020/04/07 00:00:00+00,2020,4,7,port2027,Shanghai (Yangshan),China,CHN,11,1,2,0,1,14,15,896747.005833696,0,0,0,25157.23522069,896747.005833696,921904.241054386,302078.073760303,0,6006.7268180726,0,0,308084.800578376,308084.800578376,3502001
2020/04/08 00:00:00+00,2020,4,8,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,2,12,14,444254.905859512,0,0,0,1732.28740372832,444254.905859512,445987.193263241,455529.17695242,0,0,0,1541.29088404374,455529.17695242,457070.467836463,3502002
2020/04/09 00:00:00+00,2020,4,9,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,2,10,12,778520.509242981,0,0,0,10415.7871669762,778520.509242981,788936.296409958,222311.381436108,0,0,0,0,222311.381436108,222311.381436108,3502003
2020/04/10 00:00:00+00,2020,4,10,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,0,9,9,182682.378458453,0,0,0,0,182682.378458453,182682.378458453,396929.698013539,0,0,0,0,396929.698013539,396929.698013539,3502004
2020/04/11 00:00:00+00,2020,4,11,port2027,Shanghai (Yangshan),China,CHN,6,0,0,0,0,6,6,473040.889022133,0,0,0,0,473040.889022133,473040.889022133,381791.174563251,0,0,0,0,381791.174563251,381791.174563251,3502005
2020/04/12 00:00:00+00,2020,4,12,port2027,Shanghai (Yangshan),China,CHN,8,0,2,0,1,10,11,120717.173364342,0,321.376435526603,0,1442.2752496424,121038.549799868,122480.825049511,425434.238081738,0,1550.92576148691,0,0,426985.163843225,426985.163843225,3502006
2020/04/13 00:00:00+00,2020,4,13,port2027,Shanghai (Yangshan),China,CHN,12,2,1,0,1,15,16,275068.14043935,0,0,0,41077.1456697218,275068.14043935,316145.286109072,700906.030008165,0,0,0,2773.60867688105,700906.030008165,703679.638685046,3502007
2020/04/14 00:00:00+00,2020,4,14,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,3,10,13,128554.095635972,0,0,0,6871.14413876802,128554.095635972,135425.23977474,407888.087230645,0,0,0,3729.77306115259,407888.087230645,411617.860291797,3502008
2020/04/15 00:00:00+00,2020,4,15,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,1,9,10,148312.789324075,0,0,0,0,148312.789324075,148312.789324075,438358.709362006,0,0,0,0,438358.709362006,438358.709362006,3502009
2020/04/16 00:00:00+00,2020,4,16,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,0,9,9,619909.471256524,0,0,0,0,619909.471256524,619909.471256524,177527.617388468,0,0,0,0,177527.617388468,177527.617388468,3502010
2020/04/17 00:00:00+00,2020,4,17,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,1,13,14,762327.800313461,0,0,0,3471.38495568,762327.800313461,765799.185269141,788985.92267103,0,0,0,0,788985.92267103,788985.92267103,3502011
2020/04/18 00:00:00+00,2020,4,18,port2027,Shanghai (Yangshan),China,CHN,11,1,2,0,1,14,15,548992.795407905,0,0,0,5928.43244570418,548992.795407905,554921.227853609,533337.204117973,0,0,0,0,533337.204117973,533337.204117973,3502012
2020/04/19 00:00:00+00,2020,4,19,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,0,13,13,31462.0280920523,401.806362100055,0,0,0,31863.8344541524,31863.8344541524,352813.308336958,120.135147626777,0,0,0,352933.443484585,352933.443484585,3502013
2020/04/20 00:00:00+00,2020,4,20,port2027,Shanghai (Yangshan),China,CHN,11,1,0,0,1,12,13,188085.305782933,0,0,0,0,188085.305782933,188085.305782933,236831.420866583,0,0,0,1929.50183136765,236831.420866583,238760.922697951,3502014
2020/04/21 00:00:00+00,2020,4,21,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,1,12,13,448172.391807616,0,0,0,0,448172.391807616,448172.391807616,478279.223196865,0,0,0,2337.05864140617,478279.223196865,480616.281838271,3502015
2020/04/22 00:00:00+00,2020,4,22,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,2,8,10,362373.882439255,0,0,0,42311.4366963448,362373.882439255,404685.319135599,175350.100588125,0,0,0,0,175350.100588125,175350.100588125,3502016
2020/04/23 00:00:00+00,2020,4,23,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,507582.950508623,0,0,0,0,507582.950508623,507582.950508623,458316.135344667,0,0,0,0,458316.135344667,458316.135344667,3502017
2020/04/24 00:00:00+00,2020,4,24,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,834140.240813064,0,0,0,3840.87793164,834140.240813064,837981.118744704,263352.799548254,0,0,0,0,263352.799548254,263352.799548254,3502018
2020/04/25 00:00:00+00,2020,4,25,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,2,14,16,38931.8211497953,0,0,0,33672.0723865906,38931.8211497953,72603.8935363859,776584.957277274,0,0,0,798.39381644342,776584.957277274,777383.351093718,3502019
2020/04/26 00:00:00+00,2020,4,26,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,0,8,8,480238.369633897,0,0,0,0,480238.369633897,480238.369633897,183541.179852082,0,0,0,0,183541.179852082,183541.179852082,3502020
2020/04/27 00:00:00+00,2020,4,27,port2027,Shanghai (Yangshan),China,CHN,8,1,2,0,1,11,12,246168.200975597,0,0,0,3754.18196295026,246168.200975597,249922.382938547,333368.974542848,0,7358.4707143062,0,0,340727.445257154,340727.445257154,3502021
2020/04/28 00:00:00+00,2020,4,28,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,2,9,11,682807.799385098,0,0,0,3707.48422563408,682807.799385098,686515.283610732,264944.671420258,0,0,0,2463.19236377712,264944.671420258,267407.863784035,3502022
2020/04/29 00:00:00+00,2020,4,29,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,48524.2197144201,0,0,0,74087.6468577092,48524.2197144201,122611.866572129,351614.44985811,0,0,0,76790.6250015,351614.44985811,428405.07485961,3502023
2020/04/30 00:00:00+00,2020,4,30,port2027,Shanghai (Yangshan),China,CHN,14,0,1,0,3,15,18,699877.643286852,0,0,0,44077.7364335273,699877.643286852,743955.379720379,890090.682577038,0,0,0,5507.74105514569,890090.682577038,895598.423632184,3502024
2020/05/01 00:00:00+00,2020,5,1,port2027,Shanghai (Yangshan),China,CHN,10,1,0,0,0,11,11,126351.750729303,0,0,0,0,126351.750729303,126351.750729303,317821.831966117,0,0,0,0,317821.831966117,317821.831966117,3502025
2020/05/02 00:00:00+00,2020,5,2,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,1,9,10,330531.527743915,0,0,0,0,330531.527743915,330531.527743915,566705.829067,0,0,0,2611.98917412792,566705.829067,569317.818241128,3502026
2020/05/03 00:00:00+00,2020,5,3,port2027,Shanghai (Yangshan),China,CHN,12,1,1,0,2,14,16,290318.429945472,0,0,0,46993.4590149232,290318.429945472,337311.888960395,824148.323521072,0,0,0,0,824148.323521072,824148.323521072,3502027
2020/05/04 00:00:00+00,2020,5,4,port2027,Shanghai (Yangshan),China,CHN,9,1,2,0,0,12,12,26080.1440986635,0,0,0,0,26080.1440986635,26080.1440986635,484205.19188992,0,0,0,0,484205.19188992,484205.19188992,3502028
2020/05/05 00:00:00+00,2020,5,5,port2027,Shanghai (Yangshan),China,CHN,5,0,0,0,1,5,6,370306.325035273,0,0,0,41779.8884871547,370306.325035273,412086.213522428,170094.537684793,0,0,0,0,170094.537684793,170094.537684793,3502029
2020/05/06 00:00:00+00,2020,5,6,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,0,10,10,813947.085562616,0,0,0,0,813947.085562616,813947.085562616,334277.042147248,0,0,0,0,334277.042147248,334277.042147248,3502030
2020/05/07 00:00:00+00,2020,5,7,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,0,11,11,272683.23028299,0,0,0,0,272683.23028299,272683.23028299,341389.909323045,0,0,0,0,341389.909323045,341389.909323045,3502031
2020/05/08 00:00:00+00,2020,5,8,port2027,Shanghai (Yangshan),China,CHN,10,1,0,0,1,11,12,300256.603847527,0,0,0,0,300256.603847527,300256.603847527,254056.936716339,585.974253130771,0,0,0,254642.91096947,254642.91096947,3502032
2020/05/09 00:00:00+00,2020,5,9,port2027,Shanghai (Yangshan),China,CHN,6,0,1,0,1,7,8,194901.09587407,0,0,0,0,194901.09587407,194901.09587407,43394.4369096692,0,0,0,0,43394.4369096692,43394.4369096692,3502033
2020/05/10 00:00:00+00,2020,5,10,port2027,Shanghai (Yangshan),China,CHN,8,1,0,0,1,9,10,0,0,0,0,0,0,0,512703.04185181,0,0,0,10733.3641580402,512703.04185181,523436.40600985,3502034
2020/05/11 00:00:00+00,2020,5,11,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,1,8,9,26080.1440986635,0,0,0,0,26080.1440986635,26080.1440986635,443843.965215916,0,0,0,1797.66767206793,443843.965215916,445641.632887983,3502035
2020/05/12 00:00:00+00,2020,5,12,port2027,Shanghai (Yangshan),China,CHN,8,0,1,0,1,9,10,1446057.33820558,0,0,0,0,1446057.33820558,1446057.33820558,187578.150525023,0,0,0,10699.804846749,187578.150525023,198277.955371772,3502036
2020/05/13 00:00:00+00,2020,5,13,port2027,Shanghai (Yangshan),China,CHN,11,1,1,0,1,13,14,193346.406231113,0,0,0,102845.291706689,193346.406231113,296191.697937802,679525.33578719,0,0,0,0,679525.33578719,679525.33578719,3502037
2020/05/14 00:00:00+00,2020,5,14,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,1,14,15,505123.258804495,0,0,0,289.530319950869,505123.258804495,505412.789124446,545532.155859266,0,0,0,0,545532.155859266,545532.155859266,3502038
2020/05/15 00:00:00+00,2020,5,15,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,2,10,12,142538.700829383,0,0,0,104414.140993999,142538.700829383,246952.841823383,331694.064356321,0,0,0,0,331694.064356321,331694.064356321,3502039
2020/05/16 00:00:00+00,2020,5,16,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,0,9,9,169990.576592691,0,0,0,0,169990.576592691,169990.576592691,447698.426481484,0,0,0,0,447698.426481484,447698.426481484,3502040
2020/05/17 00:00:00+00,2020,5,17,port2027,Shanghai (Yangshan),China,CHN,11,1,1,0,0,13,13,851323.199964431,0,0,0,0,851323.199964431,851323.199964431,353736.121344082,0,0,0,0,353736.121344082,353736.121344082,3502041
2020/05/18 00:00:00+00,2020,5,18,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,42627.9358799588,0,0,0,14431.1446280796,42627.9358799588,57059.0805080384,714785.565611168,0,0,0,0,714785.565611168,714785.565611168,3502042
2020/05/19 00:00:00+00,2020,5,19,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,1,10,11,622796.862449685,0,0,0,0,622796.862449685,622796.862449685,487615.299537905,0,0,0,10699.804846749,487615.299537905,498315.104384654,3502043
2020/05/20 00:00:00+00,2020,5,20,port2027,Shanghai (Yangshan),China,CHN,8,1,1,0,0,10,10,239953.516756669,0,0,0,0,239953.516756669,239953.516756669,472598.912356633,0,0,0,0,472598.912356633,472598.912356633,3502044
2020/05/21 00:00:00+00,2020,5,21,port2027,Shanghai (Yangshan),China,CHN,13,1,0,0,1,14,15,439850.514994209,0,0,0,0,439850.514994209,439850.514994209,463952.53083449,0,0,0,10699.804846749,463952.53083449,474652.335681239,3502045
2020/05/22 00:00:00+00,2020,5,22,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,3,14,17,953870.969966304,0,0,0,41928.0593987897,953870.969966304,995799.029365093,497792.444753172,0,0,0,19357.5770387129,497792.444753172,517150.021791885,3502046
2020/05/23 00:00:00+00,2020,5,23,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,0,9,9,441802.355966651,0,0,0,0,441802.355966651,441802.355966651,543605.199735991,0,0,0,0,543605.199735991,543605.199735991,3502047
2020/05/24 00:00:00+00,2020,5,24,port2027,Shanghai (Yangshan),China,CHN,13,1,1,0,1,15,16,206687.509057392,0,0,0,0,206687.509057392,206687.509057392,583880.644790339,0,5557.76783634014,0,127.06613526421,589438.412626679,589565.478761943,3502048
2020/05/25 00:00:00+00,2020,5,25,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,0,12,12,633673.542573725,0,0,0,0,633673.542573725,633673.542573725,472679.675109374,0,0,0,0,472679.675109374,472679.675109374,3502049
2020/05/26 00:00:00+00,2020,5,26,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,2,8,10,271038.767403682,0,0,0,0,271038.767403682,271038.767403682,263322.5068764,0,0,0,2318.69690297375,263322.5068764,265641.203779374,3502050
2019/12/29 00:00:00+00,2019,12,29,port2027,Shanghai (Yangshan),China,CHN,10,1,0,0,1,11,12,127546.197869937,0,0,0,43636.6611790261,127546.197869937,171182.859048963,563940.475870514,0,0,0,0,563940.475870514,563940.475870514,3502051
2019/12/30 00:00:00+00,2019,12,30,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,545923.104713069,0,0,0,0,545923.104713069,545923.104713069,415828.684239955,0,0,0,0,415828.684239955,415828.684239955,3502052
2019/12/31 00:00:00+00,2019,12,31,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,1,8,9,964496.466468657,0,0,0,3023.77615525489,964496.466468657,967520.242623911,288121.114122778,0,0,0,3749.08852025983,288121.114122778,291870.202643038,3502053
2020/01/01 00:00:00+00,2020,1,1,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,1,12,13,375662.025389438,0,0,0,99925.5918391416,375662.025389438,475587.61722858,285822.204040261,0,0,0,0,285822.204040261,285822.204040261,3502054
2020/01/02 00:00:00+00,2020,1,2,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,2,10,12,837390.950017182,0,0,0,0,837390.950017182,837390.950017182,163224.846772442,0,0,0,0,163224.846772442,163224.846772442,3502055
2020/01/03 00:00:00+00,2020,1,3,port2027,Shanghai (Yangshan),China,CHN,8,1,2,0,1,11,12,89071.2687575146,0,0,0,0,89071.2687575146,89071.2687575146,308179.94514096,0,0,0,10328.9247961945,308179.94514096,318508.869937155,3502056
2020/01/04 00:00:00+00,2020,1,4,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,331636.844647132,0,0,0,0,331636.844647132,331636.844647132,540102.565869765,0,0,0,0,540102.565869765,540102.565869765,3502057
2020/01/05 00:00:00+00,2020,1,5,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,0,8,8,141761.708242221,0,0,0,0,141761.708242221,141761.708242221,351236.885646663,0,0,0,0,351236.885646663,351236.885646663,3502058
2020/01/06 00:00:00+00,2020,1,6,port2027,Shanghai (Yangshan),China,CHN,14,0,1,0,1,15,16,435379.945902405,0,0,0,46268.8680333235,435379.945902405,481648.813935729,440412.602275948,0,0,0,7444.06850610615,440412.602275948,447856.670782054,3502059
2020/01/07 00:00:00+00,2020,1,7,port2027,Shanghai (Yangshan),China,CHN,7,0,0,0,0,7,7,902869.532001721,0,0,0,0,902869.532001721,902869.532001721,77330.5448313497,0,0,0,0,77330.5448313497,77330.5448313497,3502060
2020/01/08 00:00:00+00,2020,1,8,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,1,14,15,556499.921428359,0,0,0,3023.77615525489,556499.921428359,559523.697583614,585946.503428319,0,0,0,3749.08852025983,585946.503428319,589695.591948579,3502061
2020/01/09 00:00:00+00,2020,1,9,port2027,Shanghai (Yangshan),China,CHN,10,0,2,0,2,12,14,836407.158007912,0,0,0,41178.6125389044,836407.158007912,877585.770546817,325889.491618107,0,0,0,0,325889.491618107,325889.491618107,3502062
2020/01/10 00:00:00+00,2020,1,10,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,0,9,9,422228.939171036,0,0,0,0,422228.939171036,422228.939171036,609981.54502818,0,0,0,0,609981.54502818,609981.54502818,3502063
2020/01/11 00:00:00+00,2020,1,11,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,1,10,11,206991.542713306,0,0,0,0,206991.542713306,206991.542713306,394625.147097537,0,0,0,0,394625.147097537,394625.147097537,3502064
2020/01/12 00:00:00+00,2020,1,12,port2027,Shanghai (Yangshan),China,CHN,12,2,0,0,0,14,14,386230.440112439,0,0,0,0,386230.440112439,386230.440112439,281237.964913929,0,0,0,0,281237.964913929,281237.964913929,3502065
2020/01/13 00:00:00+00,2020,1,13,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,0,10,10,122511.850628785,0,0,0,0,122511.850628785,122511.850628785,434066.933141698,0,0,0,0,434066.933141698,434066.933141698,3502066
2020/01/14 00:00:00+00,2020,1,14,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,0,11,11,319395.185187419,0,0,0,0,319395.185187419,319395.185187419,431250.002794169,0,0,0,0,431250.002794169,431250.002794169,3502067
2020/01/15 00:00:00+00,2020,1,15,port2027,Shanghai (Yangshan),China,CHN,10,0,2,0,2,12,14,816908.832427971,0,321.376435526603,0,0,817230.208863497,817230.208863497,266180.4908344,0,1550.92576148691,0,1398.55182632001,267731.416595887,269129.968422207,3502068
2020/01/16 00:00:00+00,2020,1,16,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,0,12,12,208891.547822786,0,0,0,0,208891.547822786,208891.547822786,530363.311774958,0,0,0,0,530363.311774958,530363.311774958,3502069
2020/01/17 00:00:00+00,2020,1,17,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,2,12,14,6635.34265244271,0,0,0,0,6635.34265244271,6635.34265244271,529774.432714797,0,0,0,28409.5198527329,529774.432714797,558183.95256753,3502070
2020/01/18 00:00:00+00,2020,1,18,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,1,13,14,171954.585685229,0,0,0,25040.2202561752,171954.585685229,196994.805941404,679885.741807643,0,0,0,0,679885.741807643,679885.741807643,3502071
2020/01/19 00:00:00+00,2020,1,19,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,376030.602987799,0,0,0,0,376030.602987799,376030.602987799,749569.987250512,0,0,0,10699.804846749,749569.987250512,760269.792097261,3502072
2020/01/20 00:00:00+00,2020,1,20,port2027,Shanghai (Yangshan),China,CHN,8,0,1,0,2,9,11,114555.207028655,0,0,0,10800.2141067052,114555.207028655,125355.42113536,303290.577487966,0,0,0,1315.45140021938,303290.577487966,304606.028888185,3502073
2020/01/21 00:00:00+00,2020,1,21,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,1,15,16,413951.154908686,0,0,0,23810.2019637157,413951.154908686,437761.356872402,663679.627996191,0,0,0,0,663679.627996191,663679.627996191,3502074
2020/01/22 00:00:00+00,2020,1,22,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,0,13,13,458466.176653444,0,0,0,0,458466.176653444,458466.176653444,834786.253114898,0,0,0,0,834786.253114898,834786.253114898,3502075
2020/01/23 00:00:00+00,2020,1,23,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,2,15,17,57198.996222435,0,0,0,76790.6250015,57198.996222435,133989.621223935,590518.884333155,0,0,0,10699.804846749,590518.884333155,601218.689179904,3502076
2020/01/24 00:00:00+00,2020,1,24,port2027,Shanghai (Yangshan),China,CHN,8,0,1,0,1,9,10,546101.23245988,0,0,0,10800.2141067052,546101.23245988,556901.446566585,400985.505072417,0,0,0,1315.45140021938,400985.505072417,402300.956472637,3502077
2020/01/25 00:00:00+00,2020,1,25,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,28117.1709163992,0,0,0,69491.6174680605,28117.1709163992,97608.7883844597,387931.249131005,0,0,0,0,387931.249131005,387931.249131005,3502078
2020/01/26 00:00:00+00,2020,1,26,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,236051.777843081,0,0,0,0,236051.777843081,236051.777843081,534401.493922315,0,0,0,0,534401.493922315,534401.493922315,3502079
2020/01/27 00:00:00+00,2020,1,27,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,0,10,10,136268.50699237,0,0,0,0,136268.50699237,136268.50699237,400171.639692879,0,0,0,0,400171.639692879,400171.639692879,3502080
2020/01/28 00:00:00+00,2020,1,28,port2027,Shanghai (Yangshan),China,CHN,11,0,2,0,0,13,13,720614.455651809,0,0,0,0,720614.455651809,720614.455651809,245380.614924766,0,0,0,0,245380.614924766,245380.614924766,3502081
2020/01/29 00:00:00+00,2020,1,29,port2027,Shanghai (Yangshan),China,CHN,5,0,0,0,0,5,5,639751.503779964,0,0,0,0,639751.503779964,639751.503779964,192480.757012305,0,0,0,0,192480.757012305,192480.757012305,3502082
2020/01/30 00:00:00+00,2020,1,30,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,2,14,16,666837.010058429,0,0,0,6047.55231050978,666837.010058429,672884.562368939,374761.064171176,0,0,0,7498.17704051965,374761.064171176,382259.241211696,3502083
2020/01/31 00:00:00+00,2020,1,31,port2027,Shanghai (Yangshan),China,CHN,8,0,1,0,2,9,11,123685.007849428,0,0,0,79969.0266716044,123685.007849428,203654.034521032,312838.334632049,0,0,0,0,312838.334632049,312838.334632049,3502084
2020/02/01 00:00:00+00,2020,2,1,port2027,Shanghai (Yangshan),China,CHN,12,2,1,0,1,15,16,75345.5471257669,0,0,0,4206.0555758968,75345.5471257669,79551.6027016637,523726.934402375,0,0,0,0,523726.934402375,523726.934402375,3502085
2020/02/02 00:00:00+00,2020,2,2,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,0,8,8,151028.852901181,0,0,0,0,151028.852901181,151028.852901181,253205.455178343,0,0,0,0,253205.455178343,253205.455178343,3502086
2020/02/03 00:00:00+00,2020,2,3,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,2,12,14,232099.541877653,0,0,0,172712.521338959,232099.541877653,404812.063216612,451427.211329253,0,6006.7268180726,0,0,457433.938147325,457433.938147325,3502087
