date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
2022/05/19 00:00:00+00,2022,5,19,port2027,Shanghai (Yangshan),China,CHN,19,2,1,0,2,22,24,154588.526872905,0,0,0,0,154588.526872905,154588.526872905,618214.658419566,0,0,0,33959.7418976161,618214.658419566,652174.400317182,3503023
2022/05/20 00:00:00+00,2022,5,20,port2027,Shanghai (Yangshan),China,CHN,18,0,1,0,0,19,19,858688.029994836,0,0,0,0,858688.029994836,858688.029994836,445129.302192953,0,0,0,0,445129.302192953,445129.302192953,3503024
2022/05/21 00:00:00+00,2022,5,21,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,1,14,15,237609.95561613,0,0,0,36834.2002936284,237609.95561613,274444.155909759,334772.638833506,0,0,0,0,334772.638833506,334772.638833506,3503025
2022/05/22 00:00:00+00,2022,5,22,port2027,Shanghai (Yangshan),China,CHN,19,0,0,0,1,19,20,145088.176645289,0,0,0,0,145088.176645289,145088.176645289,484535.566431204,0,0,0,0,484535.566431204,484535.566431204,3503026
2022/05/23 00:00:00+00,2022,5,23,port2027,Shanghai (Yangshan),China,CHN,19,0,1,0,0,20,20,284148.98107875,0,0,0,0,284148.98107875,284148.98107875,380403.522179077,0,0,0,0,380403.522179077,380403.522179077,3503027
2022/05/24 00:00:00+00,2022,5,24,port2027,Shanghai (Yangshan),China,CHN,14,1,1,0,0,16,16,363386.538804617,0,0,0,0,363386.538804617,363386.538804617,335402.261655426,0,0,0,0,335402.261655426,335402.261655426,3503028
2022/05/25 00:00:00+00,2022,5,25,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,144464.776369485,0,0,0,0,144464.776369485,144464.776369485,590298.737036811,0,0,0,0,590298.737036811,590298.737036811,3503029
2022/05/26 00:00:00+00,2022,5,26,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,2,13,15,32026.0879844803,0,0,0,76790.6250015,32026.0879844803,108816.71298598,618601.895437726,0,0,0,32444.0234326823,618601.895437726,651045.918870408,3503030
2022/05/27 00:00:00+00,2022,5,27,port2027,Shanghai (Yangshan),China,CHN,14,0,1,0,1,15,16,362748.974475757,0,0,0,0,362748.974475757,362748.974475757,612076.160140149,0,0,0,0,612076.160140149,612076.160140149,3503031
2022/05/28 00:00:00+00,2022,5,28,port2027,Shanghai (Yangshan),China,CHN,14,0,1,0,2,15,17,63006.9268804084,0,0,0,3402.38115096687,63006.9268804084,66409.3080313752,539220.236637241,0,0,0,3749.08852025983,539220.236637241,542969.325157501,3503032
2022/05/29 00:00:00+00,2022,5,29,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,1,15,16,42644.4481915541,0,0,0,2571.29730455515,42644.4481915541,45215.7454961093,729757.731208171,0,0,0,0,729757.731208171,729757.731208171,3503033
2022/05/30 00:00:00+00,2022,5,30,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,2,14,16,146099.15201776,0,0,0,0,146099.15201776,146099.15201776,631501.922736762,0,0,0,10456.1128393066,631501.922736762,641958.035576069,3503034
2022/05/31 00:00:00+00,2022,5,31,port2027,Shanghai (Yangshan),China,CHN,15,0,2,0,0,17,17,368903.030693639,0,321.376435526603,0,0,369224.407129165,369224.407129165,306696.079000087,0,1550.92576148691,0,0,308247.004761574,308247.004761574,3503035
2022/06/01 00:00:00+00,2022,6,1,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,3,13,16,414688.624026936,0,0,0,0,414688.624026936,414688.624026936,141889.205650945,0,0,0,15906.7002687873,141889.205650945,157795.905919732,3503036
2022/06/02 00:00:00+00,2022,6,2,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,0,15,15,195362.630910225,0,0,0,0,195362.630910225,195362.630910225,390277.369527958,0,0,0,0,390277.369527958,390277.369527958,3503037
2022/06/03 00:00:00+00,2022,6,3,port2027,Shanghai (Yangshan),China,CHN,11,1,1,0,0,13,13,442544.881680101,0,1017.84502755622,0,0,443562.726707658,443562.726707658,211480.229368366,0,0,0,0,211480.229368366,211480.229368366,3503038
2022/06/04 00:00:00+00,2022,6,4,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,2,10,12,142345.87475317,0,0,0,1064.36959833143,142345.87475317,143410.244351502,293493.4072016,0,0,0,32444.0234326823,293493.4072016,325937.430634282,3503039
2022/06/05 00:00:00+00,2022,6,5,port2027,Shanghai (Yangshan),China,CHN,13,0,1,0,1,14,15,134517.703849754,0,0,0,10800.2141067052,134517.703849754,145317.917956459,427900.137291318,0,0,0,1315.45140021938,427900.137291318,429215.588691537,3503040
2022/06/06 00:00:00+00,2022,6,6,port2027,Shanghai (Yangshan),China,CHN,13,1,1,0,0,15,15,441796.93492378,0,1017.84502755622,0,0,442814.779951336,442814.779951336,463469.624256476,0,0,0,0,463469.624256476,463469.624256476,3503041
2022/06/07 00:00:00+00,2022,6,7,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,1,15,16,930051.690425766,0,0,0,94918.3327718667,930051.690425766,1024970.02319763,599019.284442456,0,0,0,0,599019.284442456,599019.284442456,3503042
2022/06/08 00:00:00+00,2022,6,8,port2027,Shanghai (Yangshan),China,CHN,17,0,2,0,1,19,20,243637.609738614,0,321.376435526603,0,0,243958.98617414,243958.98617414,571022.921679589,0,1550.92576148691,0,4275.12992016822,572573.847441076,576848.977361244,3503043
2022/06/09 00:00:00+00,2022,6,9,port2027,Shanghai (Yangshan),China,CHN,15,1,1,0,1,17,18,192943.135712246,0,0,0,0,192943.135712246,192943.135712246,363043.739466452,0,0,0,0,363043.739466452,363043.739466452,3503044
2022/06/10 00:00:00+00,2022,6,10,port2027,Shanghai (Yangshan),China,CHN,15,0,1,0,2,16,18,160611.583063265,0,1017.84502755622,0,1055.56091393349,161629.428090822,162684.989004755,612098.31558704,0,0,0,1045.98849303989,612098.31558704,613144.304080079,3503045
2022/06/11 00:00:00+00,2022,6,11,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,529581.081632469,0,0,0,76790.6250015,529581.081632469,606371.706633969,289897.444844876,0,0,0,2302.8590598848,289897.444844876,292200.303904761,3503046
2022/06/12 00:00:00+00,2022,6,12,port2027,Shanghai (Yangshan),China,CHN,16,1,0,0,4,17,21,206191.418809134,0,0,0,39499.6745614275,206191.418809134,245691.093370562,552308.04191254,0,0,0,6187.00612527754,552308.04191254,558495.048037817,3503047
2022/06/13 00:00:00+00,2022,6,13,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,2,12,14,477898.028416681,0,0,0,5379.900941162,477898.028416681,483277.929357843,218898.523439596,0,0,0,1311.73726418631,218898.523439596,220210.260703783,3503048
2022/06/14 00:00:00+00,2022,6,14,port2027,Shanghai (Yangshan),China,CHN,16,0,1,0,1,17,18,57159.9954248417,0,0,0,10699.804846749,57159.9954248417,67859.8002715907,603219.998639377,0,0,0,0,603219.998639377,603219.998639377,3503049
2022/06/15 00:00:00+00,2022,6,15,port2027,Shanghai (Yangshan),China,CHN,14,1,0,0,2,15,17,249534.213394183,0,0,0,0,249534.213394183,249534.213394183,364994.812866624,0,0,0,25168.9112392674,364994.812866624,390163.724105891,3503050
2021/10/09 00:00:00+00,2021,10,9,port2027,Shanghai (Yangshan),China,CHN,6,1,1,0,3,8,11,49744.9313763109,0,1754.38892222468,0,4742.64261480236,51499.3202985356,56241.9629133379,202411.917440201,0,0,0,3749.08852025983,202411.917440201,206161.005960461,3503051
2021/10/10 00:00:00+00,2021,10,10,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,0,13,13,148049.34387315,0,0,0,0,148049.34387315,148049.34387315,791112.868884494,0,0,0,0,791112.868884494,791112.868884494,3503052
2021/10/11 00:00:00+00,2021,10,11,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,0,11,11,36728.7807892671,0,0,0,0,36728.7807892671,36728.7807892671,520826.407275213,0,0,0,0,520826.407275213,520826.407275213,3503053
2021/10/12 00:00:00+00,2021,10,12,port2027,Shanghai (Yangshan),China,CHN,14,1,1,0,2,16,18,1293053.98111642,0,0,0,76790.6250015,1293053.98111642,1369844.60611792,825284.256449633,0,0,0,0,825284.256449633,825284.256449633,3503054
2021/10/13 00:00:00+00,2021,10,13,port2027,Shanghai (Yangshan),China,CHN,10,0,2,0,5,12,17,351977.652833446,0,1017.84502755622,0,52872.7029340505,352995.497861002,405868.200795053,1004286.18547479,0,0,0,6522.69719714087,1004286.18547479,1010808.88267193,3503055
2021/10/14 00:00:00+00,2021,10,14,port2027,Shanghai (Yangshan),China,CHN,7,1,0,0,1,8,9,270211.448510891,0,0,0,6158.99069952,270211.448510891,276370.439210411,463459.715495589,0,0,0,0,463459.715495589,463459.715495589,3503056
2021/10/15 00:00:00+00,2021,10,15,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,0,11,11,915841.978626688,0,0,0,0,915841.978626688,915841.978626688,586523.157417529,0,0,0,0,586523.157417529,586523.157417529,3503057
2021/10/16 00:00:00+00,2021,10,16,port2027,Shanghai (Yangshan),China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503058
2021/10/17 00:00:00+00,2021,10,17,port2027,Shanghai (Yangshan),China,CHN,17,0,0,0,1,17,18,269323.507318647,0,0,0,5284.16583882792,269323.507318647,274607.673157475,984031.552494492,0,0,0,0,984031.552494492,984031.552494492,3503059
2021/10/18 00:00:00+00,2021,10,18,port2027,Shanghai (Yangshan),China,CHN,9,1,2,0,1,12,13,212603.138112357,0,1017.84502755622,0,0,213620.983139913,213620.983139913,516673.342095398,0,0,0,0,516673.342095398,516673.342095398,3503060
2021/10/19 00:00:00+00,2021,10,19,port2027,Shanghai (Yangshan),China,CHN,8,1,0,0,2,9,11,252166.117313368,0,0,0,77816.9869374553,252166.117313368,329983.104250823,522396.868136826,0,0,0,1992.5234978859,522396.868136826,524389.391634712,3503061
2021/10/20 00:00:00+00,2021,10,20,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,1,10,11,657952.694474746,0,0,0,15751.5974865469,657952.694474746,673704.291961292,434588.815055222,0,0,0,0,434588.815055222,434588.815055222,3503062
2021/10/21 00:00:00+00,2021,10,21,port2027,Shanghai (Yangshan),China,CHN,9,1,1,0,1,11,12,777668.741353552,0,0,0,3023.77615525489,777668.741353552,780692.517508807,247664.708984468,0,0,0,3749.08852025983,247664.708984468,251413.797504728,3503063
2021/10/22 00:00:00+00,2021,10,22,port2027,Shanghai (Yangshan),China,CHN,14,0,1,0,3,15,18,170980.667170319,0,0,0,50615.5030125646,170980.667170319,221596.170182883,805727.791801026,0,0,0,3749.08852025983,805727.791801026,809476.880321286,3503064
2021/10/23 00:00:00+00,2021,10,23,port2027,Shanghai (Yangshan),China,CHN,12,0,1,0,1,13,14,94225.7267033748,0,321.376435526603,0,46268.8680333235,94547.1031389014,140815.971172225,715259.934448333,0,1550.92576148691,0,7444.06850610615,716810.86020982,724254.928715926,3503065
2021/10/24 00:00:00+00,2021,10,24,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,0,11,11,87012.5470840472,0,0,0,0,87012.5470840472,87012.5470840472,391111.039590551,0,0,0,0,391111.039590551,391111.039590551,3503066
2021/10/25 00:00:00+00,2021,10,25,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,1,15,16,383859.594304263,0,0,0,76790.6250015,383859.594304263,460650.219305763,785362.790729212,0,0,0,0,785362.790729212,785362.790729212,3503067
2021/10/26 00:00:00+00,2021,10,26,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,0,9,9,829877.531818301,0,0,0,0,829877.531818301,829877.531818301,232501.007245663,0,0,0,0,232501.007245663,232501.007245663,3503068
2021/10/27 00:00:00+00,2021,10,27,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,2,10,12,565313.709205851,0,0,0,1301.08405801471,565313.709205851,566614.793263865,312349.287510541,0,0,0,2885.6290873724,312349.287510541,315234.916597914,3503069
2021/10/28 00:00:00+00,2021,10,28,port2027,Shanghai (Yangshan),China,CHN,11,1,2,0,1,14,15,67286.6433117395,0,1017.84502755622,0,0,68304.4883392957,68304.4883392957,424414.703476026,0,0,0,29838.9635555233,424414.703476026,454253.667031549,3503070
2021/10/29 00:00:00+00,2021,10,29,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,0,11,11,190088.538909753,0,0,0,0,190088.538909753,190088.538909753,703816.467090297,0,0,0,0,703816.467090297,703816.467090297,3503071
2021/10/30 00:00:00+00,2021,10,30,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,2,10,12,736875.342943012,0,0,0,102118.695371521,736875.342943012,838994.038314533,435030.254829814,0,0,0,0,435030.254829814,435030.254829814,3503072
2021/10/31 00:00:00+00,2021,10,31,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,1,12,13,59016.5116821945,0,0,0,0,59016.5116821945,59016.5116821945,650864.754898652,0,0,0,2124.24529805619,650864.754898652,652989.000196708,3503073
2021/11/01 00:00:00+00,2021,11,1,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,219526.389399347,0,0,0,3023.77615525489,219526.389399347,222550.165554602,749826.43263322,0,0,0,14916.6220135008,749826.43263322,764743.054646721,3503074
2021/11/02 00:00:00+00,2021,11,2,port2027,Shanghai (Yangshan),China,CHN,12,1,1,0,2,14,16,299021.133034572,0,0,0,3733.6418985674,299021.133034572,302754.77493314,623685.443990625,0,0,0,0,623685.443990625,623685.443990625,3503075
2021/11/03 00:00:00+00,2021,11,3,port2027,Shanghai (Yangshan),China,CHN,11,2,1,0,1,14,15,112799.539911395,0,0,0,0,112799.539911395,112799.539911395,666235.49808134,0,0,0,2885.6290873724,666235.49808134,669121.127168712,3503076
2021/11/04 00:00:00+00,2021,11,4,port2027,Shanghai (Yangshan),China,CHN,13,0,0,0,1,13,14,134696.831148133,0,0,0,6170.3123736,134696.831148133,140867.143521733,566204.585820211,0,0,0,0,566204.585820211,566204.585820211,3503077
2021/11/05 00:00:00+00,2021,11,5,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,0,15,15,344705.835448756,0,0,0,0,344705.835448756,344705.835448756,719630.442804291,0,0,0,0,719630.442804291,719630.442804291,3503078
2021/11/06 00:00:00+00,2021,11,6,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,4,11,15,188272.153224597,0,0,0,4355.40893762377,188272.153224597,192627.562162221,283005.07806153,0,0,0,14916.6220135008,283005.07806153,297921.70007503,3503079
2021/11/07 00:00:00+00,2021,11,7,port2027,Shanghai (Yangshan),China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503080
2021/11/08 00:00:00+00,2021,11,8,port2027,Shanghai (Yangshan),China,CHN,15,0,0,0,1,15,16,413801.645934723,0,0,0,0,413801.645934723,413801.645934723,718728.469117561,0,0,0,1728.6099401663,718728.469117561,720457.079057727,3503081
2021/11/09 00:00:00+00,2021,11,9,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,1,8,9,620024.401376296,0,0,0,579.542474036789,620024.401376296,620603.943850333,334811.365606895,0,0,0,0,334811.365606895,334811.365606895,3503082
2021/11/10 00:00:00+00,2021,11,10,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,0,0,0,0,0,0,0,812177.107809526,0,0,0,0,812177.107809526,812177.107809526,3503083
2021/11/11 00:00:00+00,2021,11,11,port2027,Shanghai (Yangshan),China,CHN,4,1,1,0,3,6,9,65480.0517455576,0,0,0,76790.6250015,65480.0517455576,142270.676747058,157778.81696385,0,0,0,29838.9635555233,157778.81696385,187617.780519373,3503084
2021/11/12 00:00:00+00,2021,11,12,port2027,Shanghai (Yangshan),China,CHN,11,1,2,0,2,14,16,697352.917207313,0,1017.84502755622,0,37708.9897919594,698370.762234869,736079.752026828,535756.652896617,0,3157.73838089855,0,0,538914.391277515,538914.391277515,3503085
2021/11/13 00:00:00+00,2021,11,13,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,1,10,11,108896.46375678,0,0,0,0,108896.46375678,108896.46375678,659883.038397399,0,0,0,1723.51611699919,659883.038397399,661606.554514398,3503086
2021/11/14 00:00:00+00,2021,11,14,port2027,Shanghai (Yangshan),China,CHN,9,0,0,0,2,9,11,307961.072694143,0,0,0,0,307961.072694143,307961.072694143,398960.542749647,0,0,0,0,398960.542749647,398960.542749647,3503087
2021/11/15 00:00:00+00,2021,11,15,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,0,12,12,582353.325726528,0,0,0,0,582353.325726528,582353.325726528,355663.74893494,0,0,0,0,355663.74893494,355663.74893494,3503088
2021/11/16 00:00:00+00,2021,11,16,port2027,Shanghai (Yangshan),China,CHN,15,1,1,0,0,17,17,130549.028216212,0,0,0,0,130549.028216212,130549.028216212,804201.273522067,0,0,0,0,804201.273522067,804201.273522067,3503089
2021/11/17 00:00:00+00,2021,11,17,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,2,13,15,0,0,0,0,13128.0281485478,0,13128.0281485478,705254.391311853,0,0,0,0,705254.391311853,705254.391311853,3503090
2021/11/18 00:00:00+00,2021,11,18,port2027,Shanghai (Yangshan),China,CHN,10,1,1,0,0,12,12,1411075.16333587,0,1017.84502755622,0,0,1412093.00836342,1412093.00836342,464825.385075409,0,0,0,0,464825.385075409,464825.385075409,3503091
2021/11/19 00:00:00+00,2021,11,19,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,1,10,11,135666.803340105,0,0,0,32417.7847765153,135666.803340105,168084.588116621,326206.317715735,0,0,0,0,326206.317715735,326206.317715735,3503092
2021/11/20 00:00:00+00,2021,11,20,port2027,Shanghai (Yangshan),China,CHN,16,0,0,0,4,16,20,286953.084616073,0,0,0,41928.0593987897,286953.084616073,328881.144014863,771882.087288155,0,0,0,6241.88326400409,771882.087288155,778123.97055216,3503093
2021/11/21 00:00:00+00,2021,11,21,port2027,Shanghai (Yangshan),China,CHN,5,0,0,0,0,5,5,303099.220308517,0,0,0,0,303099.220308517,303099.220308517,140435.240317771,0,0,0,0,140435.240317771,140435.240317771,3503094
2021/11/22 00:00:00+00,2021,11,22,port2027,Shanghai (Yangshan),China,CHN,19,0,0,0,2,19,21,207196.917449515,0,0,0,7433.26070704401,207196.917449515,214630.178156559,920476.559823202,0,0,0,3964.20620625615,920476.559823202,924440.766029459,3503095
2021/11/23 00:00:00+00,2021,11,23,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,1146580.26353382,0,0,0,0,1146580.26353382,1146580.26353382,455594.339456861,0,0,0,2387.19369630237,455594.339456861,457981.533153164,3503096
2021/11/24 00:00:00+00,2021,11,24,port2027,Shanghai (Yangshan),China,CHN,7,1,2,0,1,10,11,228187.050840412,0,0,0,0,228187.050840412,228187.050840412,485665.978382197,0,0,0,7853.22461575698,485665.978382197,493519.202997954,3503097
2021/11/25 00:00:00+00,2021,11,25,port2027,Shanghai (Yangshan),China,CHN,10,1,0,0,2,11,13,643218.295179871,0,0,0,3023.77615525489,643218.295179871,646242.071335126,306225.789356163,0,0,0,12208.1908869197,306225.789356163,318433.980243083,3503098
2021/11/26 00:00:00+00,2021,11,26,port2027,Shanghai (Yangshan),China,CHN,16,0,1,0,2,17,19,266390.703123261,0,0,0,5278.56057727462,266390.703123261,271669.263700536,914086.137793854,0,0,0,0,914086.137793854,914086.137793854,3503099
2021/11/27 00:00:00+00,2021,11,27,port2027,Shanghai (Yangshan),China,CHN,7,0,0,0,1,7,8,40928.7963128015,0,0,0,0,40928.7963128015,40928.7963128015,272225.973814946,0,0,0,3647.16853303777,272225.973814946,275873.142347983,3503100
2022/01/17 00:00:00+00,2022,1,17,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,2,12,14,364409.876372566,0,0,0,0,364409.876372566,364409.876372566,599282.09080272,0,0,0,1728.6099401663,599282.09080272,601010.700742886,3503101
2021/07/01 00:00:00+00,2021,7,1,port2027,Shanghai (Yangshan),China,CHN,11,2,0,0,3,13,16,100412.947765561,0,0,0,11957.2656480213,100412.947765561,112370.213413583,322336.269608209,0,0,0,1582.71458425683,322336.269608209,323918.984192466,3503102
2021/07/02 00:00:00+00,2021,7,2,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,0,12,12,681173.850851811,0,0,0,0,681173.850851811,681173.850851811,328313.849931431,0,0,0,0,328313.849931431,328313.849931431,3503103
2021/07/03 00:00:00+00,2021,7,3,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,2,11,13,110385.084109739,0,0,0,62285.3314184681,110385.084109739,172670.415528207,458283.498330573,0,0,0,0,458283.498330573,458283.498330573,3503104
2021/07/04 00:00:00+00,2021,7,4,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,0,11,11,760424.85190721,0,0,0,0,760424.85190721,760424.85190721,206102.627421021,0,0,0,0,206102.627421021,206102.627421021,3503105
2021/07/05 00:00:00+00,2021,7,5,port2027,Shanghai (Yangshan),China,CHN,13,0,2,0,0,15,15,734323.200615809,0,0,0,0,734323.200615809,734323.200615809,492288.69515726,0,769.935732269661,0,0,493058.630889529,493058.630889529,3503106
2021/07/06 00:00:00+00,2021,7,6,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,0,11,11,120307.248492795,0,0,0,0,120307.248492795,120307.248492795,570604.628852606,0,0,0,0,570604.628852606,570604.628852606,3503107
2021/07/07 00:00:00+00,2021,7,7,port2027,Shanghai (Yangshan),China,CHN,9,0,1,0,2,10,12,289855.819000724,0,0,0,1066.29127361627,289855.819000724,290922.110274341,721191.684732971,0,0,0,0,721191.684732971,721191.684732971,3503108
2021/07/08 00:00:00+00,2021,7,8,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,1,8,9,428247.483913454,0,0,0,3023.77615525489,428247.483913454,431271.260068709,210756.032266132,0,0,0,3749.08852025983,210756.032266132,214505.120786391,3503109
2021/07/09 00:00:00+00,2021,7,9,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,1,12,13,150389.348252918,0,0,0,0,150389.348252918,150389.348252918,460070.57805951,0,0,0,0,460070.57805951,460070.57805951,3503110
2021/07/10 00:00:00+00,2021,7,10,port2027,Shanghai (Yangshan),China,CHN,10,0,0,0,1,10,11,988442.433914667,0,0,0,76790.6250015,988442.433914667,1065233.05891617,555628.816736981,0,0,0,0,555628.816736981,555628.816736981,3503111
2021/07/11 00:00:00+00,2021,7,11,port2027,Shanghai (Yangshan),China,CHN,13,1,1,0,2,15,17,1149223.1905711,0,0,0,7952.08873916684,1149223.1905711,1157175.27931027,389667.289322312,0,0,0,0,389667.289322312,389667.289322312,3503112
2021/07/12 00:00:00+00,2021,7,12,port2027,Shanghai (Yangshan),China,CHN,11,1,2,0,0,14,14,110166.351132422,0,0,0,0,110166.351132422,110166.351132422,576161.426305395,0,5269.39667238241,0,0,581430.822977777,581430.822977777,3503113
2021/07/13 00:00:00+00,2021,7,13,port2027,Shanghai (Yangshan),China,CHN,17,1,0,0,2,18,20,493031.753113803,0,0,0,3023.77615525489,493031.753113803,496055.529269058,681342.761030567,0,0,0,6217.66861515564,681342.761030567,687560.429645722,3503114
2021/07/14 00:00:00+00,2021,7,14,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,3,11,14,348824.839573968,0,0,0,1064.36959833143,348824.839573968,349889.209172299,731504.439552315,0,0,0,0,731504.439552315,731504.439552315,3503115
2021/07/15 00:00:00+00,2021,7,15,port2027,Shanghai (Yangshan),China,CHN,12,1,1,0,1,14,15,73444.2340882813,0,0,0,5663.66745852,73444.2340882813,79107.9015468013,678293.834644577,0,0,0,0,678293.834644577,678293.834644577,3503116
2021/07/16 00:00:00+00,2021,7,16,port2027,Shanghai (Yangshan),China,CHN,12,1,0,0,3,13,16,504179.550957962,0,0,0,290.01215408592,504179.550957962,504469.563112048,588907.55545629,0,0,0,1331.63278236888,588907.55545629,590239.188238659,3503117
2021/07/17 00:00:00+00,2021,7,17,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,1,11,12,178881.990043151,0,0,0,0,178881.990043151,178881.990043151,525723.045079168,0,0,0,0,525723.045079168,525723.045079168,3503118
2021/07/18 00:00:00+00,2021,7,18,port2027,Shanghai (Yangshan),China,CHN,11,0,1,0,2,12,14,422659.398477489,0,0,0,6530.975342637,422659.398477489,429190.373820126,569528.026966498,0,0,0,5906.85605040811,569528.026966498,575434.883016906,3503119
2021/07/19 00:00:00+00,2021,7,19,port2027,Shanghai (Yangshan),China,CHN,8,2,1,0,0,11,11,192097.628738455,0,0,0,0,192097.628738455,192097.628738455,286727.949896855,0,0,0,0,286727.949896855,286727.949896855,3503120
2021/07/20 00:00:00+00,2021,7,20,port2027,Shanghai (Yangshan),China,CHN,11,1,0,0,2,12,14,551205.754535348,0,0,0,6170.3123736,551205.754535348,557376.066908948,652148.835895097,0,0,0,0,652148.835895097,652148.835895097,3503121
2021/07/21 00:00:00+00,2021,7,21,port2027,Shanghai (Yangshan),China,CHN,16,0,0,0,0,16,16,350909.57910678,0,0,0,0,350909.57910678,350909.57910678,783851.308630222,0,0,0,0,783851.308630222,783851.308630222,3503122
2021/07/22 00:00:00+00,2021,7,22,port2027,Shanghai (Yangshan),China,CHN,12,0,0,0,0,12,12,114794.08796799,0,0,0,0,114794.08796799,114794.08796799,452885.069509513,0,0,0,0,452885.069509513,452885.069509513,3503123
2021/07/23 00:00:00+00,2021,7,23,port2027,Shanghai (Yangshan),China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503124
2021/07/24 00:00:00+00,2021,7,24,port2027,Shanghai (Yangshan),China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503125
2021/07/25 00:00:00+00,2021,7,25,port2027,Shanghai (Yangshan),China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503126
2021/07/26 00:00:00+00,2021,7,26,port2027,Shanghai (Yangshan),China,CHN,14,0,0,0,0,14,14,95231.9068127501,0,0,0,0,95231.9068127501,95231.9068127501,766050.481962319,0,0,0,0,766050.481962319,766050.481962319,3503127
2021/07/27 00:00:00+00,2021,7,27,port2027,Shanghai (Yangshan),China,CHN,11,0,0,0,0,11,11,299470.633849542,0,0,0,0,299470.633849542,299470.633849542,311245.398034396,0,0,0,0,311245.398034396,311245.398034396,3503128
2021/07/28 00:00:00+00,2021,7,28,port2027,Shanghai (Yangshan),China,CHN,10,0,1,0,4,11,15,73444.2340882813,0,0,0,84172.4195597089,73444.2340882813,157616.65364799,697468.45978871,0,0,0,1194.5287295929,697468.45978871,698662.988518303,3503129
2021/07/29 00:00:00+00,2021,7,29,port2027,Shanghai (Yangshan),China,CHN,9,1,1,0,2,11,13,231962.86294766,0,0,0,37315.541683872,231962.86294766,269278.404631532,526180.268829059,0,10422.6870017571,0,2885.6290873724,536602.955830816,539488.584918188,3503130
2021/07/30 00:00:00+00,2021,7,30,port2027,Shanghai (Yangshan),China,CHN,8,0,0,0,2,8,10,131803.374506331,0,0,0,41928.0593987897,131803.374506331,173731.433905121,218605.330797835,0,0,0,2468.58009489581,218605.330797835,221073.910892731,3503131
2021/07/31 00:00:00+00,2021,7,31,port2027,Shanghai (Yangshan),China,CHN,9,1,1,0,1,11,12,242473.360416068,0,0,0,6177.86015632,242473.360416068,248651.220572388,387067.032487473,0,0,0,0,387067.032487473,387067.032487473,3503132
